FID,cnuc,nome_uc,area_ha,acao,tipo,satelite,obs,juliano,data,ano,mes_nome,mes_num,categoria,local,area_uc,area_ent,bioma,gr_nome,ngi,cr,GlobalID,Shape__Are,Shape__Len,Shape__Area,Shape__Length,ct
359293,0000.00.0139,PARNA da Chapada dos Veadeiros,11.7948661383522,incendio,incendio,planet, ,187,7/7/2025 12:00:00 AM,2025,jul,07,incendio,interior,11.7948661383522,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,125961.740722656,2139.85165731781, 
359294,0000.00.0139,PARNA da Chapada dos Veadeiros,13.290249486265,incendio,incendio,planet, ,187,7/7/2025 12:00:00 AM,2025,jul,07,incendio,interior,13.290249486265,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,141934.131347656,3230.46143694769, 
359295,0000.00.0139,PARNA da Chapada dos Veadeiros,16.4059410645874,incendio,incendio,planet, ,187,7/7/2025 12:00:00 AM,2025,jul,07,incendio,interior,16.4059410645874,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,175222.379394531,2119.75337914608, 
359296,0000.00.0139,PARNA da Chapada dos Veadeiros,119.047733905659,incendio,incendio,planet, ,187,7/7/2025 12:00:00 AM,2025,jul,07,incendio,interior,119.047733905659,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,1271409.08251953,9600.69619289096, 
359297,0000.00.0139,PARNA da Chapada dos Veadeiros,41.3945110931573,incendio,incendio,planet, ,187,7/7/2025 12:00:00 AM,2025,jul,07,incendio,interior,41.3945110931573,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,442126.089355469,3626.2736397336, 
359298,0000.00.0139,PARNA da Chapada dos Veadeiros,15.7841070234765,incendio,incendio,planet, ,187,7/7/2025 12:00:00 AM,2025,jul,07,incendio,interior,15.7841070234765,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,168555.07421875,1753.02705966064, 
359299,0000.00.0139,PARNA da Chapada dos Veadeiros,40.8994037043725,incendio,incendio,planet, ,187,7/7/2025 12:00:00 AM,2025,jul,07,incendio,interior,40.8994037043725,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,436789.515136719,2991.74653040553, 
359300,0000.00.0139,PARNA da Chapada dos Veadeiros,8.6894345593545,incendio,incendio,planet, ,187,7/7/2025 12:00:00 AM,2025,jul,07,incendio,interior,8.6894345593545,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,92797.0263671875,1642.18759866138, 
359301,0000.00.0139,PARNA da Chapada dos Veadeiros,6.8928600004788,incendio,incendio,planet, ,187,7/7/2025 12:00:00 AM,2025,jul,07,incendio,interior,6.8928600004788,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,73601.634765625,1287.5553034514, 
359302,0000.00.0139,PARNA da Chapada dos Veadeiros,209.453972172221,incendio,incendio,planet, ,187,7/7/2025 12:00:00 AM,2025,jul,07,incendio,interior,209.453972172221,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,2236259.45019531,18468.6932843633, 
359303,0000.00.0139,PARNA da Chapada dos Veadeiros,41.55863148751,incendio,incendio,planet, ,187,7/7/2025 12:00:00 AM,2025,jul,07,incendio,interior,41.55863148751,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,443840.136230469,3430.25625989001, 
359304,0000.00.0074,ESEC Raso da Catarina,5.59933507769799,incendio,incendio,planet, ,316,11/25/2025 12:00:00 AM,2025,nov,11,incendio,interior,5.59933507769799,0,CAATINGA,GR 2 - NORDESTE,Núcleo de Gestão Integrada - ICMBio Paulo Afonso, ,,,,58035.408203125,1127.13054027281,CT Salvador
359305,0000.00.0074,ESEC Raso da Catarina,20.612303949884,incendio,incendio,planet, ,322,11/25/2025 12:00:00 AM,2025,nov,11,incendio,interior,20.612303949884,0,CAATINGA,GR 2 - NORDESTE,Núcleo de Gestão Integrada - ICMBio Paulo Afonso, ,,,,213669.690917969,2837.16641563686,CT Salvador
359306,0000.00.0074,ESEC Raso da Catarina,45.2612216900596,incendio,incendio,planet, ,322,11/25/2025 12:00:00 AM,2025,nov,11,incendio,interior,45.2612216900596,0,CAATINGA,GR 2 - NORDESTE,Núcleo de Gestão Integrada - ICMBio Paulo Afonso, ,,,,469222.140136719,3801.32532242661,CT Salvador
359307,0000.00.0009,APA da Costa dos Corais,24.9582039078038,incendio,incendio,planet, ,305,11/25/2025 12:00:00 AM,2025,nov,11,incendio,interior,24.9582039078038,0,MARINHO COSTEIRO,GR 2 - NORDESTE,Núcleo de Gestão Integrada - ICMBio Costa dos Corais, ,,,,257686.763183594,2793.09373299084,CT Salvador
359308,0000.00.0023,APA do Planalto Central,14.465596918506,incendio,incendio,planet, ,282,11/29/2025 12:00:00 AM,2025,nov,11,incendio,interior,14.465596918506,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,156476.647460938,2279.60420017794, 
359309,0000.00.0023,APA do Planalto Central,214.223106346793,incendio,incendio,planet, ,324,11/29/2025 12:00:00 AM,2025,nov,11,incendio,interior,214.223106346793,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,2318589.66503906,27604.1453342997, 
359310,0000.00.0023,APA do Planalto Central,100.919726931983,incendio,incendio,planet, ,295,11/29/2025 12:00:00 AM,2025,nov,11,incendio,interior,100.919726931983,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,1091462.14257813,8756.28947957902, 
359311,0000.00.0024,APA Meandros do Rio Araguaia,35.2330598312188,incendio,incendio,planet, ,333,12/22/2025 12:00:00 AM,2025,dez,12,incendio,interior,35.2330598312188,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Meandros do Rio Araguaia, ,,,,373795.500488281,4068.89881902199, 
359312,0000.00.0168,PARNA do Araguaia,41.0834589986189,queima prescrita,manejo,planet,Queima do dia 10/07,191,7/13/2025 12:00:00 AM,2025,jul,07,manejo,interior,41.0834589986189,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,427806.373046875,3167.34104441723, 
359313,0000.00.0168,PARNA do Araguaia,30.1910354298458,queima prescrita,manejo,planet,Queima do dia 10/07,191,7/13/2025 12:00:00 AM,2025,jul,07,manejo,interior,30.1910354298458,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,314389.687988281,2919.59671045927, 
359314,0000.00.0023,APA do Planalto Central,66.4098630126692,incendio,incendio,planet, ,318,11/29/2025 12:00:00 AM,2025,nov,11,incendio,interior,66.4098630126692,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,717616.215820313,10396.8979598063, 
359315,0000.00.0024,APA Meandros do Rio Araguaia,330.270665145523,incendio,incendio,planet, ,325,11/30/2025 12:00:00 AM,2025,nov,11,incendio,interior,330.270665145523,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Meandros do Rio Araguaia, ,,,,3503147.64501953,9261.52567115683, 
359316,0000.00.0076,ESEC Serra Geral do Tocantins,8863.45909229348,incendio,incendio,planet, ,249,9/14/2025 12:00:00 AM,2025,set,09,incendio,interior,8863.45909229348,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,92407661.277832,86326.9993050215, 
359317,0000.00.0144,PARNA da Serra da Canastra,837.80109368561,queima controlada,manejo,planet,Queima do dia 31/07,212,7/26/2025 12:00:00 AM,2025,jul,07,manejo,interior,837.80109368561,0,CERRADO,GR 4 - SUDESTE,-, ,,,,9592521.64257813,25932.579043817, 
359318,0000.00.0144,PARNA da Serra da Canastra,212.82939274564,queima controlada,manejo,planet,Queima do dia 04/09,247,9/10/2025 12:00:00 AM,2025,set,09,manejo,interior,212.82939274564,0,CERRADO,GR 4 - SUDESTE,-, ,,,,2427658.38964844,18899.25386445, 
359319,0000.00.0076,ESEC Serra Geral do Tocantins,1905.23330822805,queima controlada,manejo,planet,Queima do dia 04/08,216,8/10/2025 12:00:00 AM,2025,ago,08,manejo,interior,1905.23330822805,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,19869129.2241211,41618.8908388079, 
359320,0000.00.0139,PARNA da Chapada dos Veadeiros,588.788594697558,incendio,incendio,planet, ,253,9/11/2025 12:00:00 AM,2025,set,09,incendio,interior,588.788594697558,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,6283474.59472656,12926.5620935229, 
359321,0000.00.0163,PARNA de Pacaás Novos,100.807312675933,queima por indigenas isolados,manejo,planet,Queima por indígenas isolados no dia 05/09,248,9/11/2025 12:00:00 AM,2025,set,09,manejo,interior,100.807312675933,0,AMAZÔNIA,GR 1 - NORTE,-, ,,,,1055152.96582031,4826.83524139064,CT Porto Velho
359322,0000.00.0163,PARNA de Pacaás Novos,331.293716640197,queima por indigenas isolados,manejo,planet,Queima por indígenas isolados no dia 02/09,245,9/11/2025 12:00:00 AM,2025,set,09,manejo,interior,331.293716640197,0,AMAZÔNIA,GR 1 - NORTE,-, ,,,,3467003.22070313,13612.1975431875,CT Porto Velho
359323,0000.00.0216,REBIO Nascentes da Serra do Cachimbo,478.989168431849,incendio,incendio,planet, ,254,9/11/2025 12:00:00 AM,2025,set,09,incendio,interior,478.989168431849,0,AMAZÔNIA,GR 1 - NORTE,Núcleo de Gestão Integrada - ICMBio Serra do Cachimbo,CR Oeste d,,,,4933417.37841797,16036.953989866,CT Itaituba
359324,0000.00.0003,APA da Bacia do Rio Descoberto,26.545804319947,incendio,incendio,planet, ,237,9/9/2025 12:00:00 AM,2025,set,09,incendio,interior,26.545804319947,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Descoberto-Brasília, ,,,,288347.500976563,3671.61037569182, 
359325,0000.00.0140,PARNA da Lagoa do Peixe,47.6107873032247,incendio,incendio,planet, ,345,12/14/2025 12:00:00 AM,2025,dez,12,incendio,interior,47.6107873032247,0,PAMPA,GR 5 - SUL,-, ,,,,650870.3359375,6436.83702461172, 
359326,0000.00.0065,ESEC de Uruçuí-Una,235.067369284003,incendio,incendio,planet, ,248,9/11/2025 12:00:00 AM,2025,set,09,incendio,interior,235.067369284003,0,CERRADO,GR 2 - NORDESTE,-, ,,,,2421264.39306641,9730.69540958053,CT Fortaleza
359327,0000.00.0140,PARNA da Lagoa do Peixe,8.25040271650651,incendio,incendio,planet, ,348,12/14/2025 12:00:00 AM,2025,dez,12,incendio,interior,8.25040271650651,0,PAMPA,GR 5 - SUL,-, ,,,,112729.884765625,2099.51295305629, 
359328,0000.00.0086,FLONA de Brasília,195.821942869793,incendio,incendio,planet, ,252,9/11/2025 12:00:00 AM,2025,set,09,incendio,interior,195.821942869793,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Descoberto-Brasília, ,,,,2126799.00878906,11904.1664669299, 
359329,0000.00.0003,APA da Bacia do Rio Descoberto,7.53817443552601,incendio,incendio,planet, ,252,9/11/2025 12:00:00 AM,2025,set,09,incendio,interior,7.53817443552601,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Descoberto-Brasília, ,,,,81881.296875,2283.62716315826, 
359330,0000.00.0165,PARNA de São Joaquim,25.0628379079847,queima controlada,manejo,planet,Queima do dia 31/08,243,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,25.0628379079847,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,324137.357421875,3215.92609614147, 
359331,0000.00.0024,APA Meandros do Rio Araguaia,77.3772925739433,incendio,incendio,planet, ,256,9/17/2025 12:00:00 AM,2025,set,09,incendio,interior,77.3772925739433,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Meandros do Rio Araguaia, ,,,,824707.32421875,6372.15788429344, 
359332,0000.00.0144,PARNA da Serra da Canastra,632.463393937525,queima controlada,manejo,planet,Queima do dia 02/09,245,9/10/2025 12:00:00 AM,2025,set,09,manejo,interior,632.463393937525,0,CERRADO,GR 4 - SUDESTE,-, ,,,,7234391.82128906,15110.0283124329, 
359333,0000.00.0165,PARNA de São Joaquim,62.9039636391261,incendio,incendio,planet, ,228,8/31/2025 12:00:00 AM,2025,ago,08,incendio,interior,62.9039636391261,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,812169.3046875,4766.01381543622, 
359334,0000.00.0165,PARNA de São Joaquim,23.9111057005358,incendio,incendio,planet, ,228,8/31/2025 12:00:00 AM,2025,ago,08,incendio,interior,23.9111057005358,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,308736.50390625,3401.95582095273, 
359335,0000.00.0144,PARNA da Serra da Canastra,396.41404112593,incendio,incendio,planet, ,253,9/10/2025 12:00:00 AM,2025,set,09,incendio,interior,396.41404112593,0,CERRADO,GR 4 - SUDESTE,-, ,,,,4534241.17675781,16650.1565021947, 
359336,0000.00.0144,PARNA da Serra da Canastra,219.866871737111,incendio,incendio,planet, ,254,9/11/2025 12:00:00 AM,2025,set,09,incendio,interior,219.866871737111,0,CERRADO,GR 4 - SUDESTE,-, ,,,,2514458.63769531,18682.1457514897, 
359337,0000.00.0165,PARNA de São Joaquim,41.8162011334289,queima controlada,manejo,planet,Queima do dia 31/08,243,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,41.8162011334289,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,540824.81640625,7696.04250452742, 
359338,0000.00.0065,ESEC de Uruçuí-Una,1157.9148099407,incendio,incendio,planet, ,250,9/11/2025 12:00:00 AM,2025,set,09,incendio,interior,1157.9148099407,0,CERRADO,GR 2 - NORDESTE,-, ,,,,11926894.171875,25268.658631976,CT Fortaleza
359339,0000.00.0165,PARNA de São Joaquim,15.5323985635042,queima controlada,manejo,planet,Queima do dia 31/08,243,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,15.5323985635042,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,200884.857421875,3075.88431848673, 
359340,0000.00.0065,ESEC de Uruçuí-Una,389.011408364976,incendio,incendio,planet, ,248,9/11/2025 12:00:00 AM,2025,set,09,incendio,interior,389.011408364976,0,CERRADO,GR 2 - NORDESTE,-, ,,,,4007295.70849609,12444.5847701448,CT Fortaleza
359341,0000.00.0165,PARNA de São Joaquim,1.59693329180813,queima controlada,manejo,planet,Queima do dia 31/08,243,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,1.59693329180813,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,20654.212890625,646.969452905975, 
359342,0000.00.0165,PARNA de São Joaquim,5.57156697352685,queima controlada,manejo,planet,Queima do dia 31/08,243,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,5.57156697352685,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,72051.638671875,1671.79606708177, 
359343,0000.00.0165,PARNA de São Joaquim,13.194341462041,queima controlada,manejo,planet,Queima do dia 31/08,243,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,13.194341462041,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,170616.80078125,2295.47654280395, 
359344,0000.00.0086,FLONA de Brasília,36.7173200553786,incendio,incendio,sentinel_2, ,252,9/13/2025 12:00:00 AM,2025,set,09,incendio,interior,36.7173200553786,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Descoberto-Brasília, ,,,,398782.51953125,2604.55271862804, 
359345,0000.00.0165,PARNA de São Joaquim,0.762514532137399,queima controlada,manejo,planet,Queima do dia 13/08,225,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,0.762514532137399,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,9852.73046875,418.632119581772, 
359346,0000.00.0086,FLONA de Brasília,34.9698227300136,incendio,incendio,sentinel_2, ,254,9/13/2025 12:00:00 AM,2025,set,09,incendio,interior,34.9698227300136,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Descoberto-Brasília, ,,,,379717.234375,2475.99187426638, 
359347,0000.00.0003,APA da Bacia do Rio Descoberto,0.0839490918776252,incendio,incendio,sentinel_2, ,254,9/13/2025 12:00:00 AM,2025,set,09,incendio,interior,0.0839490918776252,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Descoberto-Brasília, ,,,,911.556640625,773.191298680059, 
359348,0000.00.0158,PARNA de Aparados da Serra,69.1347584269677,incendio,incendio,planet, ,237,8/30/2025 12:00:00 AM,2025,ago,08,incendio,interior,69.1347584269677,0,MATA ATLÂNTICA,GR 5 - SUL,Núcleo de Gestão Integrada - ICMBio Aparados da Serra, ,,,,909273.40234375,5741.56603474914, 
359349,0000.00.0028,APA das Nascentes do Rio Vermelho,5624.07116743855,incendio,incendio,planet, ,255,9/15/2025 12:00:00 AM,2025,set,09,incendio,interior,5624.07116743855,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Mambaí, ,,,,60194469.5664063,76813.0016617479, 
359350,0000.00.0144,PARNA da Serra da Canastra,1915.41577687308,incendio,incendio,planet, ,256,9/15/2025 12:00:00 AM,2025,set,09,incendio,interior,1915.41577687308,0,CERRADO,GR 4 - SUDESTE,-, ,,,,21831947.3466797,24957.8573061443, 
359351,0000.00.0165,PARNA de São Joaquim,4.10296536852986,queima controlada,manejo,planet,Queima do dia 13/08,225,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,4.10296536852986,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,53017.56640625,1395.70032865999, 
359352,0000.00.0165,PARNA de São Joaquim,0.892988647372135,queima controlada,manejo,planet,Queima do dia 13/08,225,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,0.892988647372135,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,11539.193359375,468.615188590497, 
359353,0000.00.0165,PARNA de São Joaquim,4.0633356075825,queima controlada,manejo,planet,Queima do dia 13/08,225,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,4.0633356075825,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,52507.09765625,1353.03767851682, 
359354,0000.00.0144,PARNA da Serra da Canastra,270.039054328487,incendio,incendio,planet, ,254,9/15/2025 12:00:00 AM,2025,set,09,incendio,interior,270.039054328487,0,CERRADO,GR 4 - SUDESTE,-, ,,,,3085413.54101563,20675.4093198725, 
359355,0000.00.0165,PARNA de São Joaquim,71.9409797381841,queima controlada,manejo,planet,Queima do dia 13/08,225,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,71.9409797381841,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,929741.98828125,7790.64709992473, 
359356,0000.00.0165,PARNA de São Joaquim,19.2641906932105,queima controlada,manejo,planet,Queima do dia 13/08,225,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,19.2641906932105,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,249031.015625,3863.31679462249, 
359357,0000.00.0165,PARNA de São Joaquim,28.8083194382471,queima controlada,manejo,planet,Queima do dia 12/08,224,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,28.8083194382471,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,372446.06640625,4284.15037396806, 
359358,0000.00.0165,PARNA de São Joaquim,3.17176217445497,queima controlada,manejo,planet,Queima do dia 12/08,224,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,3.17176217445497,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,41009.23828125,893.702725560528, 
359359,0000.00.0165,PARNA de São Joaquim,0.903738282630028,queima controlada,manejo,planet,Queima do dia 13/08,225,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,0.903738282630028,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,11678.78125,602.188350721046, 
359360,0000.00.0165,PARNA de São Joaquim,63.4495143975843,queima controlada,manejo,planet,Queima do dia 13/08,225,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,63.4495143975843,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,820220.1328125,8759.35286502785, 
359361,0000.00.3136,PARNA da Serra do Gandarela,20.6406527899491,incendio,incendio,planet, ,254,9/17/2025 12:00:00 AM,2025,set,09,incendio,interior,20.6406527899491,0,MATA ATLÂNTICA,GR 4 - SUDESTE,-, ,,,,234892.897460938,3209.48448927755, 
359362,0000.00.0165,PARNA de São Joaquim,137.79233539414,queima controlada,manejo,planet,Queima do dia 13/08,225,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,137.79233539414,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,1781104.76171875,10798.5652215625, 
359363,0000.00.0165,PARNA de São Joaquim,3.34561895942291,queima controlada,manejo,planet,Queima do dia 13/08,225,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,3.34561895942291,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,43241.798828125,1095.80055424772, 
359364,0000.00.0165,PARNA de São Joaquim,3.69537571294013,queima controlada,manejo,planet,Queima do dia 13/08,225,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,3.69537571294013,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,47762.5625,1250.03143470181, 
359365,0000.00.0165,PARNA de São Joaquim,1.69008706281604,queima controlada,manejo,planet,Queima do dia 13/08,225,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,1.69008706281604,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,21843.658203125,825.43443499417, 
359366,0000.00.0165,PARNA de São Joaquim,326.24969123198,queima controlada,manejo,planet,Queima do dia 31/08,243,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,326.24969123198,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,4218148.66796875,17259.6436065375, 
359367,0000.00.0165,PARNA de São Joaquim,9.27255961733571,queima controlada,manejo,planet,Queima do dia 13/08,225,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,9.27255961733571,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,119848.091796875,2007.8088719023, 
359368,0000.00.0165,PARNA de São Joaquim,14.6225915691046,queima controlada,manejo,planet,Queima do dia 13/08,225,8/31/2025 12:00:00 AM,2025,ago,08,manejo,interior,14.6225915691046,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,188932.123046875,2660.07901969655, 
359369,0000.00.0163,PARNA de Pacaás Novos,2080.02857891661,queima por indigenas isolados,manejo,planet,Queima por indígenas isolados entre os dias 12/09 e 13/09,255,9/15/2025 12:00:00 AM,2025,set,09,manejo,interior,2080.02857891661,0,AMAZÔNIA,GR 1 - NORTE,-, ,,,,21775832.421875,32919.5698782564,CT Porto Velho
359370,0000.00.0076,ESEC Serra Geral do Tocantins,1113.18756050484,incendio,incendio,planet, ,247,9/14/2025 12:00:00 AM,2025,set,09,incendio,interior,1113.18756050484,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,11604945.6235352,27595.2222360053, 
359371,0000.00.0065,ESEC de Uruçuí-Una,111.932819235101,queima prescrita,manejo,planet,Queima do dia 02/08,214,8/5/2025 12:00:00 AM,2025,ago,08,manejo,interior,111.932819235101,0,CERRADO,GR 2 - NORDESTE,-, ,,,,1154287.47851563,6026.20266429897,CT Fortaleza
359372,0000.00.0179,PARNA do Viruá,30.9729947473786,queima prescrita,manejo,planet,Queima do dia 17/12,351,12/31/2025 12:00:00 AM,2025,dez,12,manejo,interior,30.9729947473786,0,AMAZÔNIA,GR 1 - NORTE,Núcleo de Gestão Integrada - ICMBio Roraima,CR Manaus,,,,312012.530517578,3278.60351271386,CT Manaus
359373,0000.00.0137,PARNA da Chapada Diamantina,48.1753901853662,incendio,incendio,planet, ,215,8/9/2025 12:00:00 AM,2025,ago,08,incendio,interior,48.1753901853662,0,CAATINGA,GR 2 - NORDESTE,-, ,,,,508572.803222656,4983.23805836496,CT Salvador
359374,0000.00.0168,PARNA do Araguaia,60.0714337237715,queima prescrita,manejo,planet,Queima do dia 18/07,199,7/20/2025 12:00:00 AM,2025,jul,07,manejo,interior,60.0714337237715,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,627561.146484375,5187.76077923875, 
359375,0000.00.0165,PARNA de São Joaquim,10.9882523506526,incendio,incendio,planet, ,212,8/12/2025 12:00:00 AM,2025,ago,08,incendio,interior,10.9882523506526,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,142009.580078125,1976.7504196258, 
359376,0000.00.0027,APA Morro da Pedreira,169.243403970123,queima prescrita,manejo,planet,Queima do dia 07/08,219,8/10/2025 12:00:00 AM,2025,ago,08,manejo,interior,169.243403970123,0,CERRADO,GR 4 - SUDESTE,Núcleo de Gestão Integrada - ICMBio Cipó-Pedreira, ,,,,1906507.8984375,11415.2300423723, 
359377,0000.00.0002,APA Cavernas do Peruaçu,22.8381598502403,incendio,incendio,planet, ,218,8/7/2025 12:00:00 AM,2025,ago,08,incendio,interior,22.8381598502403,0,CERRADO,GR 4 - SUDESTE,Núcleo de Gestão Integrada - ICMBio Peruaçu, ,,,,246249.747070313,2852.39699275113, 
359378,0000.00.0272,PARNA da Chapada das Mesas,188.616170533421,incendio,incendio,planet, ,219,8/11/2025 12:00:00 AM,2025,ago,08,incendio,interior,188.616170533421,0,CERRADO,GR 2 - NORDESTE,-, ,,,,1927062.07788086,9063.29282399556,CT Fortaleza
359379,0000.00.0086,FLONA de Brasília,72.0803932757383,incendio,incendio,planet, ,219,8/10/2025 12:00:00 AM,2025,ago,08,incendio,interior,72.0803932757383,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Descoberto-Brasília, ,,,,782968.497070313,4844.48525645066, 
359380,0000.00.0003,APA da Bacia do Rio Descoberto,12.0113990997581,incendio,incendio,planet, ,219,8/10/2025 12:00:00 AM,2025,ago,08,incendio,interior,12.0113990997581,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Descoberto-Brasília, ,,,,130474.708007813,4286.78965350745, 
359381,0000.00.0168,PARNA do Araguaia,36.7724928147421,queima prescrita,manejo,planet,Queima do dia 05/08,217,8/11/2025 12:00:00 AM,2025,ago,08,manejo,interior,36.7724928147421,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,384170.220214844,4165.37913250976, 
359382,0000.00.0165,PARNA de São Joaquim,13.0504063545538,incendio,incendio,planet, ,213,8/12/2025 12:00:00 AM,2025,ago,08,incendio,interior,13.0504063545538,0,MATA ATLÂNTICA,GR 5 - SUL,-, ,,,,168608.3359375,2274.70789548893, 
359383,0000.00.0192,REBIO da Contagem,11.3666328735847,incendio,incendio,planet, ,220,8/10/2025 12:00:00 AM,2025,ago,08,incendio,interior,11.3666328735847,0,CERRADO,GR 3 - CENTRO-OESTE,Núcleo de Gestão Integrada - ICMBio Brasília-Contagem, ,,,,123291.27734375,2870.51590391192, 
359384,0000.00.0076,ESEC Serra Geral do Tocantins,602.248375745782,incendio,incendio,planet, ,222,8/11/2025 12:00:00 AM,2025,ago,08,incendio,interior,602.248375745782,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,6292166.50585938,18030.2155355915, 
359385,0000.00.0168,PARNA do Araguaia,503.804378524294,queima prescrita,manejo,planet,Queima do dia 06/08,218,8/11/2025 12:00:00 AM,2025,ago,08,manejo,interior,503.804378524294,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,5242288.91503906,23015.9677086568, 
359386,0000.00.0168,PARNA do Araguaia,54.6988664796069,queima prescrita,manejo,planet,Queima do dia 04/08,216,8/11/2025 12:00:00 AM,2025,ago,08,manejo,interior,54.6988664796069,0,CERRADO,GR 3 - CENTRO-OESTE,-, ,,,,571249.875,5369.6515095731, 
