system:index,B11,B12,B2,B3,B4,B8,burned,dnbr,nbr,ndmi,ndvi,ndwi,.geo
1_0,2343.3333333333335,1526.625,378.4,523.0,649.0,1704.0,1,0.13865688,0.04953731,-0.17312229,0.19475475,-0.5224974,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.35976568371585,-13.88853819742248]}"
1_1,2187.0,1304.0,341.5,509.5,566.2,1827.125,1,0.02734366,0.1649264,-0.09018641,0.2555866,-0.56958693,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.47618734453774,-13.876410941086867]}"
1_2,2217.25,1275.0,312.57142857142856,505.0,565.0,1693.5,1,0.115911275,0.12758288,-0.13990238,0.24538241,-0.5403731,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.466485539469254,-13.911175742582293]}"
1_3,2940.0,1840.5,541.0,781.0,970.0,2463.5,1,0.102108374,0.13550568,-0.09390572,0.19669709,-0.5151297,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.05658427532551,-13.786669244203326]}"
1_4,1310.5,1203.5,302.5,391.5,470.0,909.5,1,0.14039136,-0.16155052,-0.22296692,0.13875437,-0.3976493,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.644351965724915,-14.076914912502344]}"
1_5,1711.0,1090.8333333333335,272.25,449.75,480.5,1537.3333333333333,1,0.069202274,0.16675018,-0.067464225,0.26304325,-0.56482846,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.677499799708926,-14.082574298792297]}"
1_6,2295.3333333333335,1487.0,354.2,506.08333333333337,568.0833333333333,1778.6666666666667,1,0.07407237,0.09165462,-0.12912554,0.23673734,-0.5576217,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.54167452875006,-14.071255526212392]}"
1_7,2600.0,2145.0,584.0,701.0,930.0,1927.0,1,0.255831,-0.0879085,-0.16456051,0.10709117,-0.35067484,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.14470900469764,-13.91845209638366]}"
1_8,2071.0,1293.0,290.75,435.61538461538464,538.8,1593.1666666666667,1,0.23672955,0.053501945,-0.17010756,0.21775109,-0.55752414,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.41555106285968,-14.030831338427012]}"
1_9,2600.0,1653.3333333333333,421.6666666666667,588.0,748.3333333333334,1763.0,1,0.12071576,0.019936463,-0.20184258,0.1761427,-0.49238577,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.43495467299665,-13.911984226338]}"
1_10,2105.0,1211.3333333333333,323.58333333333337,529.0,598.0,1980.25,1,0.072514325,0.25946477,-0.009324212,0.26915744,-0.57305694,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.29832091828208,-13.924919966429322]}"
1_11,1741.0,1002.0,258.3333333333333,409.0,373.0,1733.0,1,0.014550477,0.26696166,0.005392624,0.33526874,-0.61654705,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.435763156752365,-13.887729713666772]}"
1_12,2441.3333333333335,1545.5,326.10526315789474,486.0,649.0,1557.857142857143,1,0.1328604,-0.0029732408,-0.22808969,0.1753042,-0.51807237,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.45920918566788,-13.940281157787764]}"
1_13,2486.0,1467.5,415.0,642.5,867.0,2273.0,1,0.18267164,0.22955,-0.05228892,0.20958059,-0.55267394,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.12368842704924,-13.79879650053894]}"
1_14,2328.0,1332.0,349.0,535.0,621.0,1820.0,1,0.19139138,0.13941368,-0.12099125,0.24111675,-0.5396896,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.17381441990311,-14.005768342000078]}"
1_15,2426.5,1566.0,382.0,537.0,599.0,1946.1666666666667,1,0.027327612,0.10302803,-0.11459818,0.234375,-0.5615521,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.540866044994345,-14.072064009968098]}"
1_16,2193.5,1226.5,353.0,532.5,636.0,2129.5,1,0.16689968,0.27526248,-0.014661176,0.2691684,-0.58930093,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.04607398650131,-13.960493251680454]}"
1_17,1334.3333333333333,742.5,199.82142857142856,384.0,290.0,1972.3333333333333,1,0.09636065,0.40954533,0.14403811,0.37605014,-0.6569102,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.29185304823642,-13.929770868963566]}"
1_18,2055.5,1321.0,259.5,405.0,488.0,1418.0,1,0.11184953,0.028689388,-0.18984161,0.23212722,-0.5472108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.68881857228883,-14.068021591189561]}"
1_19,2579.5,1612.6666666666667,360.6666666666667,509.5,648.5,1535.5,1,0.13536386,-0.036524445,-0.25223935,0.17554651,-0.49795946,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.4608261531793,-13.903090905025216]}"
1_20,2393.0,1639.0,409.0,601.0,721.0,2182.0,1,0.16099243,0.11150758,-0.07677404,0.19714722,-0.5436081,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.11075268695792,-13.949982962856255]}"
1_21,2709.0,1689.5,395.0,581.75,766.0,1829.6666666666667,1,0.13921951,0.029434247,-0.20641394,0.18017991,-0.51116395,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.536823626215806,-14.055894334853948]}"
1_22,2075.0,1273.6666666666667,325.0,470.0,533.8571428571429,1512.125,1,0.048028402,0.07235075,-0.16265194,0.21241398,-0.5283857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.37027597254005,-13.879644876109698]}"
1_23,2643.5,1693.6666666666667,370.3333333333333,557.0,773.0,1882.6666666666667,1,0.25998065,0.040484726,-0.19035727,0.18297425,-0.53662944,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.52065395110166,-14.052660399831117]}"
1_24,2096.0,1136.0,336.0,579.0,654.0,2401.0,1,0.1343871,0.35104257,0.061684724,0.28328767,-0.6066576,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.12045449202641,-13.789903179226156]}"
1_25,2670.0,1668.0,511.0,760.0,895.0,2351.0,1,0.011547208,0.16784275,-0.064783044,0.20204842,-0.50846356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.17623987117023,-13.816583143164507]}"
1_26,2791.0,1728.5,377.75,534.5,739.0,1541.0,1,0.18193449,-0.073320754,-0.3004231,0.13993336,-0.4754773,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.640309546946376,-14.098743973906448]}"
1_27,2811.0,1603.0,392.0,601.0,924.0,2239.0,1,0.4998452,0.15292233,-0.13095957,0.20842671,-0.5669725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.05658427532551,-14.017087114579985]}"
1_28,2042.6666666666667,1262.0833333333335,283.5,460.4,499.25,1763.375,1,0.11468415,0.14745177,-0.084452316,0.26171753,-0.5858391,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.572396911466946,-14.043767078518334]}"
1_29,2934.5,1928.25,436.8,610.1666666666666,860.0,1829.1666666666667,1,0.17683712,-0.038220637,-0.23548627,0.15664116,-0.48682314,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.42848680295099,-13.94836599534484]}"
1_30,2340.0,1606.0,419.0,566.0,720.0,1807.0,1,0.20123959,0.03219982,-0.14378554,0.18739903,-0.5057068,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.18998409501726,-13.955642349146208]}"
1_31,2700.0,1664.0,429.0,625.0,756.0,2095.0,1,0.11315446,0.11718959,-0.12734865,0.21334793,-0.5381232,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.11641207324787,-13.95159993036767]}"
1_32,2534.5,1504.0,373.6666666666667,567.625,720.375,1760.5833333333335,1,0.19732767,0.05844444,-0.18395875,0.18445753,-0.5181306,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.421210449149626,-13.900665453758094]}"
1_33,2159.0,1367.4,355.1666666666667,547.8333333333334,649.5,2053.25,1,0.27594906,0.18061197,-0.049914677,0.23114084,-0.56923854,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.284576694435046,-13.887729713666772]}"
1_34,2372.5,1319.0,351.0,671.0,668.5,2561.5,1,0.29029906,0.32617098,0.026492873,0.33159843,-0.59638536,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.07841333672962,-14.034065273449842]}"
1_35,2491.0,1611.6666666666667,402.0,565.3333333333334,733.0,1737.0,1,0.12558086,0.027103368,-0.18326733,0.17919193,-0.502692,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.43899709177519,-13.919260580139367]}"
1_36,2420.0,1504.0,368.0,524.5,633.0,1622.0,1,0.08649053,0.0362243,-0.20229387,0.19988932,-0.5084688,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.410700160325426,-13.88530426239965]}"
1_37,2187.0,1381.3,396.0,571.25,642.8333333333334,2104.8571428571427,1,0.06100844,0.22353147,-0.02964355,0.2364281,-0.57349867,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.43091225421812,-14.034065273449842]}"
1_38,1908.3333333333333,964.6666666666666,310.0,541.0,498.5,2487.1666666666665,1,0.11549577,0.43865445,0.13001975,0.36946097,-0.64355654,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.36138265122727,-13.844071590858563]}"
1_39,2009.0,1066.5,325.0,562.0,566.5,2400.0,1,0.08941731,0.37494218,0.084538296,0.32366043,-0.62367743,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.05981821034835,-13.971003540504652]}"
1_40,2298.0,1416.5,348.0,517.0,562.75,1880.5,1,0.113416314,0.13257475,-0.09615242,0.26127896,-0.5743393,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.53763210997152,-14.038916175984088]}"
1_41,2739.833333333333,1778.0,428.83333333333337,565.6666666666666,728.5,1543.55,1,0.07952758,-0.07743114,-0.28088388,0.15232617,-0.4588728,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.42686983543958,-13.884495778643942]}"
1_42,2361.0,1842.0,438.5,617.0,791.0,1679.0,1,0.31041697,-0.085865155,-0.19358325,0.12874117,-0.43436307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.07841333672962,-13.942706609054888]}"
1_43,2482.0,1651.0,420.0,590.5,723.6666666666666,1778.3333333333333,1,0.09584963,0.033950027,-0.16090286,0.1922023,-0.5063829,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.42282741666104,-13.962918702947576]}"
1_44,2700.0,2327.5,750.5,965.3333333333334,1188.3333333333333,2077.5,1,0.3097158,-0.08490959,-0.16299772,0.11256771,-0.3529351,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.290236080725,-13.93543025525352]}"
1_45,2476.0,1619.5,409.0,550.5,681.5,1708.6,1,0.107460886,0.032313008,-0.19265303,0.18738559,-0.5069719,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.37270142380717,-13.894197583712433]}"
1_46,2446.0,1500.6,371.4,512.5,602.0,1693.4285714285713,1,0.05637005,0.053279072,-0.17829175,0.21150734,-0.5326021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.44061405928661,-13.896623034979555]}"
1_47,2926.0,1836.0,476.0,692.0,896.0,2083.0,1,0.10206242,0.065074906,-0.16568692,0.17266852,-0.5034786,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.05739275908122,-13.921686031406491]}"
1_48,2149.5,1290.5,349.0,540.5,606.0,2050.8333333333335,1,0.035339653,0.2309705,-0.017170822,0.2746156,-0.5885866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.309639690861985,-13.891772132445311]}"
1_49,2402.0,1483.3333333333335,350.25,514.5,617.5,1635.0,1,0.06707427,0.05396035,-0.18295874,0.21053812,-0.5131527,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.455975250645054,-13.906324840048047]}"
1_50,2608.25,1567.25,380.0,591.25,804.3333333333334,1989.5,1,0.14536265,0.11996374,-0.13148545,0.20655145,-0.5488439,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.42201893290533,-13.912792710093708]}"
1_51,2622.0,1558.0,344.5,494.5,640.5,1796.0,1,0.20528957,0.04345527,-0.19452062,0.21434467,-0.5489294,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.19079257877297,-13.993641085664464]}"
1_52,2225.5,1379.0,336.75,494.0,557.6666666666666,1808.5,1,0.101915225,0.13587302,-0.09518061,0.2599877,-0.5708136,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.48427218209482,-13.929770868963566]}"
1_53,2215.0,1523.0,416.0,585.0,729.0,2085.0,1,0.14181744,0.10367493,-0.088118814,0.19939578,-0.5330836,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.08973210930952,-13.95159993036767]}"
1_54,2459.0,1499.0,368.5,571.0,681.3333333333334,1978.4,1,0.14468415,0.14244722,-0.11219146,0.23925105,-0.5536502,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.35329781367019,-13.873177006064036]}"
1_55,2734.0,1758.0,507.0,758.0,939.0,2328.0,1,0.08192307,0.15725806,-0.071400076,0.19538264,-0.51112545,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.12853932958349,-13.796371049271817]}"
1_56,2382.0,1362.5,337.5,551.0,649.0,2011.0,1,0.22078262,0.17959838,-0.09177435,0.24893612,-0.56507444,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.17785683868165,-13.988790183130218]}"
1_57,2206.0,1229.5,373.0,568.5,651.5,2222.5,1,0.13058367,0.2869021,0.0015929297,0.26068863,-0.585945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.04769095401273,-13.96857808923753]}"
1_58,2408.5,1928.75,523.3333333333334,704.0,939.5,1875.25,1,0.23986943,-0.0026631157,-0.14536832,0.13529325,-0.43586344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.45920918566788,-14.04538404602975]}"
1_59,2461.9,1572.5,372.0,506.4,643.8,1524.0,1,0.07987669,-0.019982202,-0.24057043,0.17766269,-0.49049747,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.4818467308277,-13.903090905025216]}"
1_60,2617.0,1628.0,466.0,680.0,807.0,2153.0,1,0.11264752,0.16379546,-0.098219894,0.21461187,-0.5177255,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.06386062912688,-13.808498305607431]}"
1_61,2489.0,1473.0,364.0,543.0,662.0,1856.0,1,0.1568119,0.11307528,-0.1398213,0.21851853,-0.54901963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.179473806193066,-13.99849198819871]}"
1_62,2387.0,1407.0,372.5,568.0,678.5,1853.0,1,0.18183565,0.13968441,-0.12828556,0.22235431,-0.52974594,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.168963517368866,-14.006576825755785]}"
1_63,2994.0,1711.0,550.5,843.0,1112.0,2757.3333333333335,1,0.20009996,0.22333182,-0.05255757,0.20587231,-0.53177774,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.03313824640999,-13.64599307071021]}"
1_64,2080.5,1125.0,307.5,526.0,528.0,2284.3333333333335,1,0.22984347,0.33849838,0.042755954,0.34509486,-0.61493623,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.35653174869302,-13.842454623347148]}"
1_65,2334.5,1347.0,366.5,577.0,759.5,2309.0,1,0.22297013,0.26503408,-0.021480769,0.23515087,-0.5834647,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.12287994329353,-13.797988016783233]}"
1_66,2428.0,1523.5,387.0,538.3333333333334,663.0,1653.0,1,0.058650926,0.030906593,-0.19203278,0.19847009,-0.5067782,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.4826552145834,-13.882878811132528]}"
1_67,2345.5,1537.75,345.77777777777777,465.6666666666667,577.5,1309.0,1,0.06581918,-0.084886745,-0.29182878,0.16906099,-0.4756874,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.39048806643274,-13.946749027833425]}"
1_68,2508.0,1474.0,364.0,559.0,708.0,1803.0,1,0.22442229,0.09348442,-0.1611304,0.21168754,-0.52380955,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.179473806193066,-14.000108955710125]}"
1_69,2381.0,1586.6666666666667,394.0,550.25,697.5,1569.0,1,0.058095843,-0.010161957,-0.20254958,0.16860855,-0.48541114,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.51742001607883,-13.920877547650782]}"
1_70,2300.5,1748.5,478.0,618.5,782.0,1680.0,1,0.26892364,-0.06615989,-0.18480669,0.13343306,-0.4201229,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.3007463695492,-13.883687294888235]}"
1_71,1030.0,866.3333333333334,237.5,328.0,351.0,947.6666666666666,1,0.07152387,0.0074231178,-0.1,0.22199592,-0.4592934,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.665372543373316,-14.072064009968098]}"
1_72,2277.5,1450.5,362.5,515.2,584.75,1788.25,1,0.09134247,0.102385245,-0.108478814,0.23179637,-0.55710363,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.54005756123864,-14.052660399831117]}"
1_73,2544.0,1653.0,419.0,603.8,716.0,1895.25,1,0.07517941,0.065156,-0.14910099,0.20125785,-0.51925236,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.54329149626147,-14.068021591189561]}"
1_74,1397.0,889.0,223.0,421.0,377.0,1660.0,1,0.039057404,0.28276443,0.056335155,0.31105992,-0.5977401,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.76481604532535,-14.132700291646167]}"
1_75,2370.0,1416.0,415.0,659.0,774.0,2443.0,1,0.087776005,0.27234927,0.024748322,0.25432998,-0.5730483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.17219745239169,-13.818200110675921]}"
1_76,2639.833333333333,1771.0,379.75,507.6666666666667,616.5,1559.923076923077,1,0.06912791,-0.06343367,-0.2550235,0.18457806,-0.50865024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.42282741666104,-13.91845209638366]}"
1_77,1885.0,991.0,301.0,539.0,491.0,2630.0,1,0.106574655,0.4485253,0.16599962,0.39053255,-0.6669869,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.085689690530984,-14.019512565847107]}"
1_78,2008.5,1112.2,329.8,554.8333333333334,563.5714285714286,2058.8,1,0.0049364567,0.27943608,0.009673103,0.28770673,-0.58511597,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.45678373440076,-13.911984226338]}"
1_79,2777.5,1693.0,541.0,790.5,1061.0,2332.0,1,0.20675345,0.15159108,-0.1072429,0.18733583,-0.4827477,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.03556369767712,-13.635482781886012]}"
1_80,2366.0,1622.0,409.8,547.6666666666666,646.5,1644.4,1,0.042792916,0.004551471,-0.1834116,0.19368051,-0.5076636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.50529275974321,-13.930579352719274]}"
1_81,2695.5,1696.0,386.0,535.0,682.0,1592.5,1,0.19215374,-0.043195684,-0.26133046,0.1711746,-0.49310377,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.191601062528676,-13.993641085664464]}"
1_82,2188.0,1324.5,361.3333333333333,555.0,609.5,1859.0,1,0.01531145,0.15478367,-0.08926876,0.23847926,-0.542515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.46001766942359,-13.920877547650782]}"
1_83,2092.5,1370.5,326.5,468.0,532.5,1499.75,1,0.029900406,0.05344137,-0.15898477,0.22007138,-0.5282203,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.58048174902402,-14.054277367342532]}"
1_84,1959.0,1004.5,285.5,501.0,489.5,2424.0,1,0.12531391,0.40044722,0.099355474,0.34869164,-0.6464,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.56026965513133,-13.89824000249097]}"
1_85,2477.0,1650.25,381.25,517.0,644.0,1548.8333333333333,1,0.062897936,-0.024345146,-0.2279527,0.17310925,-0.49734172,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.507718211010335,-13.94189812529918]}"
1_86,1822.548076923077,1005.9583333333333,262.0,455.3076923076923,421.57142857142856,2053.0,1,0.026991546,0.3335187,0.055240758,0.36214617,-0.6389832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.36219113498297,-13.878027908598282]}"
1_87,2764.0,1634.0,433.0,652.0,870.0,1904.0,1,0.24282789,0.07333908,-0.1754386,0.18146342,-0.48688525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.18189925746019,-14.01547014706857]}"
1_88,2382.5,1385.0,360.0,574.0,726.5,2195.5,1,0.17399572,0.23853768,-0.045962848,0.24015637,-0.5781724,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.125305394560655,-13.79879650053894]}"
1_89,2310.3333333333335,1415.8333333333333,364.75,506.25,592.3333333333333,1868.142857142857,1,0.08143972,0.13376783,-0.11877207,0.24201359,-0.5630772,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.36704203751722,-13.899856970002386]}"
1_90,2265.3333333333335,1476.3333333333333,377.5,521.0,612.5,1578.4,1,0.06109432,0.020408163,-0.18689033,0.19945726,-0.49869886,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.49478247091901,-13.900665453758094]}"
1_91,2232.0,1624.0,420.5,578.5,731.5,1872.5,1,0.2403618,0.01004054,-0.14608648,0.17226306,-0.4756559,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.18594167623873,-13.939472674032057]}"
1_92,2211.714285714286,1320.875,312.75,453.75,534.2,1621.1666666666667,1,0.08168176,0.1111355,-0.121694,0.24494152,-0.55095387,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.41635954661538,-13.95159993036767]}"
1_93,2310.5,1452.0,338.5,489.5,578.0,1627.0,1,0.09687149,0.057400934,-0.17118007,0.22584541,-0.5344347,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.45759221815647,-13.924111482673613]}"
1_94,2400.5,1506.75,370.5,510.0,606.0,1590.1666666666667,1,0.058958516,0.02582054,-0.20149381,0.20461714,-0.5142927,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.466485539469254,-13.892580616201018]}"
1_95,2181.0,1543.0,387.75,540.6666666666666,676.0,1703.1666666666667,1,0.26448157,0.014999521,-0.14903735,0.16948286,-0.49710613,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.30721423959486,-13.93219632023069]}"
1_96,2251.0,1363.6666666666667,330.42857142857144,485.0,548.3333333333334,1723.6666666666667,1,0.0687416,0.10582688,-0.13146417,0.23907115,-0.55387664,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.45435828313364,-13.916835128872245]}"
1_97,2418.0,1387.0,365.0,597.0,738.0,2290.0,1,0.3136922,0.25704467,-0.0070344214,0.26109526,-0.59832937,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.0226279575858,-13.641142168175964]}"
1_98,2462.0,1624.0,397.0,578.0,760.0,1916.0,1,0.12995312,0.07670694,-0.12175742,0.18638903,-0.52070063,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.13824113465198,-13.954025381634793]}"
1_99,2352.0,1445.5,366.0,517.3333333333334,642.5,1683.5,1,0.08832989,0.05761922,-0.17713478,0.19678457,-0.5223676,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.45920918566788,-13.912792710093708]}"
1_100,2130.25,1258.0,287.15,446.0,497.33333333333337,1736.5384615384614,1,0.11000025,0.16195092,-0.09864709,0.27902257,-0.58701414,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.33712813855604,-13.874793973575452]}"
1_101,2428.6666666666665,1565.0,387.5,526.6761363636364,611.5,1840.0333333333333,1,0.044458337,0.08869127,-0.15048991,0.2169104,-0.5384617,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.36704203751722,-13.899048486246679]}"
1_102,1922.5,1314.0,334.0,458.5,558.25,1361.0,1,0.200856,-0.046714105,-0.18792704,0.13211092,-0.4280322,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.6532452870377,-14.080957331280882]}"
1_103,2197.0,1296.125,357.1666666666667,609.0,658.5,2059.25,1,0.034319326,0.2269872,-0.03741016,0.25049463,-0.54987884,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.50690972725463,-13.913601193849415]}"
1_104,2689.0,1559.0,478.0,745.0,875.0,2779.0,1,0.31170866,0.29435793,-0.0080219135,0.2414391,-0.560156,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.08326423926386,-14.014661663312861]}"
1_105,2425.0,1387.0,427.0,660.0,770.0,2448.0,1,0.19498348,0.26862425,-0.012381883,0.23339318,-0.57125384,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.18270774121589,-14.002534406977247]}"
1_106,2779.5,1650.5,343.0,527.75,721.5,1709.0,1,0.20037995,-0.0051136734,-0.26229522,0.17023696,-0.5174936,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.633841676900715,-14.101977908929278]}"
1_107,2843.0,1674.0,490.0,742.0,1062.0,2426.0,1,0.37557083,0.16847141,-0.10129769,0.19278467,-0.5166502,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.07517940170679,-14.017087114579985]}"
1_108,2404.25,1491.5,333.8,465.0,573.5,1387.888888888889,1,0.075631954,-0.052031144,-0.2727277,0.17901671,-0.49303153,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.42201893290533,-13.886112746155357]}"
1_109,2864.0,1672.0,467.0,693.0,935.0,2373.0,1,0.29931346,0.16832694,-0.1017842,0.21002278,-0.53815395,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.066286080394,-13.842454623347148]}"
1_110,2387.0,1452.5,396.0,593.0,750.0,2058.5,1,0.11685839,0.17177439,-0.086493045,0.22103517,-0.55500656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.05011640527985,-13.967769605481822]}"
1_111,2404.0,2015.5,540.5,664.5,823.25,1781.0,1,0.40698844,-0.14174378,-0.21422932,0.111155026,-0.37011373,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.282151243167924,-13.88530426239965]}"
1_112,2430.0,1443.0,388.0,567.0,698.0,1981.0,1,0.11400199,0.15811709,-0.09537037,0.23966943,-0.55134743,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.19806893257434,-13.997683504443001]}"
1_113,2613.0,1652.0,396.5,580.3333333333334,738.0,1756.375,1,0.16753234,0.012624815,-0.19824456,0.17666785,-0.51079136,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.42686983543958,-13.960493251680454]}"
1_114,2605.0,1636.0,417.0,580.25,706.5,1931.5,1,0.134484,0.0796437,-0.15493743,0.20948112,-0.5245176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.36785052127293,-13.886921229911065]}"
1_115,1622.8333333333335,943.3888888888889,273.25,448.75,482.0,1593.0,1,0.054694146,0.2577811,-0.017247818,0.26157257,-0.56011754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.375126875074294,-13.881261843621113]}"
1_116,1987.0,1235.0,297.5,469.5,542.0,1694.3333333333333,1,0.13897932,0.15721077,-0.082651176,0.24062468,-0.5679229,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.51095214603317,-13.943515092810594]}"
1_117,2375.75,1504.0,409.0,576.9166666666667,733.75,1684.5,1,0.05076138,0.049456485,-0.17934103,0.17626524,-0.49148077,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.4818467308277,-13.88530426239965]}"
